"","state","Date"
"22124","MI",2012-05-18
"22125","IL",2012-05-18
"22126","TX",2012-05-18
"22127","CA",2012-05-18
"22128","CO",2012-05-18
"22129","MA",2012-05-18
"22130","TN",2012-05-18
"22131","MD",2012-05-18
"21829","PA",2012-05-19
"21830","MA",2012-05-19
"21831","MI",2012-05-19
"22064","GA",2012-05-19
"22065","NY",2012-05-19
"22066","VA",2012-05-19
"22067","IL",2012-05-19
"22068","OK",2012-05-19
"22069","PA",2012-05-19
"22070","MS",2012-05-19
"22071","MO",2012-05-19
"22072","AK",2012-05-19
"22073","CA",2012-05-19
"22074","SC",2012-05-19
"22075","FL",2012-05-19
"22076","WA",2012-05-19
"22077","NJ",2012-05-19
"22078","OH",2012-05-19
"22690","IL",2012-05-19
"22691","NC",2012-05-19
"22692","OH",2012-05-19
"23327","SD",2012-05-19
"23328","NY",2012-05-19
"23329","MO",2012-05-19
"41216","MN",2012-05-19
"21827","CA",2012-05-20
"21828","NC",2012-05-20
"22062","UT",2012-05-20
"22063","CA",2012-05-20
"22686","CA",2012-05-20
"22687","NC",2012-05-20
"22688","VA",2012-05-20
"22689","FL",2012-05-20
"23324","UT",2012-05-20
"23325","WI",2012-05-20
"23326","WI",2012-05-20
"21826","NJ",2012-05-21
"22059","WA",2012-05-21
"22060","CA",2012-05-21
"22061","AZ",2012-05-21
"22683","FL",2012-05-21
"22684","CA",2012-05-21
"22685","NC",2012-05-21
"23322","MI",2012-05-21
"23323","CA",2012-05-21
"502","WI",2012-05-22
"21824","NE",2012-05-22
"21825","CA",2012-05-22
"22056","AL",2012-05-22
"22057","CA",2012-05-22
"22058","WV",2012-05-22
"22681","NY",2012-05-22
"22682","IN",2012-05-22
"23320","TN",2012-05-22
"23321","NC",2012-05-22
"21819","MI",2012-05-23
"21820","IL",2012-05-23
"21821","AZ",2012-05-23
"21822","IA",2012-05-23
"21823","FL",2012-05-23
"22053","IL",2012-05-23
"22054","IL",2012-05-23
"22055","TX",2012-05-23
"22678","MI",2012-05-23
"22679","NE",2012-05-23
"22680","IL",2012-05-23
"23319","OK",2012-05-23
"21817","WA",2012-05-24
"21818","MO",2012-05-24
"22050","UT",2012-05-24
"22051","IL",2012-05-24
"22052","WA",2012-05-24
"22676","RI",2012-05-24
"22677","IA",2012-05-24
"23317","MI",2012-05-24
"23318","WA",2012-05-24
"22049","MI",2012-05-25
"22674","AR",2012-05-25
"22675","FL",2012-05-25
"23316","OH",2012-05-25
"517","CO",2012-05-26
"21813","TX",2012-05-26
"21814","NY",2012-05-26
"21815","GA",2012-05-26
"21816","NM",2012-05-26
"22046","OH",2012-05-26
"22047","NY",2012-05-26
"22048","IL",2012-05-26
"22671","CA",2012-05-26
"22672","AR",2012-05-26
"22673","CA",2012-05-26
"23313","FL",2012-05-26
"23314","CT",2012-05-26
"23315","FL",2012-05-26
"21810","WI",2012-05-27
"21811","OR",2012-05-27
"21812","IL",2012-05-27
"22043","MI",2012-05-27
"22044","NH",2012-05-27
"22045","OR",2012-05-27
"22669","OH",2012-05-27
"22670","MO",2012-05-27
"23287","IL",2012-05-27
"23312","NV",2012-05-27
"21760","MN",2012-05-28
"21761","PA",2012-05-28
"21762","UT",2012-05-28
"21763","LA",2012-05-28
"21764","IL",2012-05-28
"22040","UT",2012-05-28
"22041","MD",2012-05-28
"22042","AL",2012-05-28
"22667","NY",2012-05-28
"22668","PA",2012-05-28
"23281","NC",2012-05-28
"23282","CA",2012-05-28
"23283","NC",2012-05-28
"23284","KY",2012-05-28
"23285","NM",2012-05-28
"23286","OH",2012-05-28
"41230","NE",2012-05-28
"21758","MT",2012-05-29
"21759","OR",2012-05-29
"22039","FL",2012-05-29
"22665","SC",2012-05-29
"22666","WA",2012-05-29
"23279","MT",2012-05-29
"23280","MO",2012-05-29
"21757","CA",2012-05-30
"22037","CA",2012-05-30
"22038","IN",2012-05-30
"22662","KY",2012-05-30
"22663","PA",2012-05-30
"22664","VT",2012-05-30
"23277","NC",2012-05-30
"23278","SC",2012-05-30
"22036","NC",2012-05-31
"22090","WA",2012-06-01
"22091","CA",2012-06-01
"22092","MO",2012-06-01
"22510","FL",2012-06-01
"22511","MO",2012-06-01
"23164","MN",2012-06-01
"23165","CA",2012-06-01
"23166","OK",2012-06-01
"23591","TX",2012-06-01
"503","MT",2012-06-02
"22087","IN",2012-06-02
"22088","NC",2012-06-02
"22089","IA",2012-06-02
"22503","AR",2012-06-02
"22504","PA",2012-06-02
"22505","VA",2012-06-02
"22506","NY",2012-06-02
"22507","PA",2012-06-02
"22508","WA",2012-06-02
"22509","TN",2012-06-02
"23160","PA",2012-06-02
"23161","MT",2012-06-02
"23162","CA",2012-06-02
"23163","MI",2012-06-02
"23586","IN",2012-06-02
"23587","VA",2012-06-02
"23588","MT",2012-06-02
"23589","CT",2012-06-02
"23590","IL",2012-06-02
"22086","SC",2012-06-03
"22501","OH",2012-06-03
"22502","IA",2012-06-03
"23159","CA",2012-06-03
"23585","IL",2012-06-03
"22085","NJ",2012-06-04
"22500","IL",2012-06-04
"23584","NJ",2012-06-04
"41037","CA",2012-06-04
"514","CA",2012-06-05
"22081","TN",2012-06-05
"22082","OK",2012-06-05
"22083","GA",2012-06-05
"22084","CA",2012-06-05
"22497","IA",2012-06-05
"22498","PA",2012-06-05
"22499","TX",2012-06-05
"23157","KS",2012-06-05
"23158","VA",2012-06-05
"23580","NC",2012-06-05
"23581","WA",2012-06-05
"23582","CA",2012-06-05
"23583","VA",2012-06-05
"22034","NJ",2012-06-06
"22035","WY",2012-06-06
"22080","NC",2012-06-06
"22493","AZ",2012-06-06
"22494","CT",2012-06-06
"22495","NY",2012-06-06
"22496","MN",2012-06-06
"23073","SC",2012-06-06
"23074","CA",2012-06-06
"23578","OR",2012-06-06
"23579","IL",2012-06-06
"22030","MI",2012-06-07
"22031","AZ",2012-06-07
"22032","CA",2012-06-07
"22033","WA",2012-06-07
"22490","MO",2012-06-07
"22491","PA",2012-06-07
"22492","DE",2012-06-07
"23069","VT",2012-06-07
"23070","OR",2012-06-07
"23071","FL",2012-06-07
"23072","NC",2012-06-07
"23575","MN",2012-06-07
"23576","WA",2012-06-07
"23577","GA",2012-06-07
"41048","PA",2012-06-07
"22026","NH",2012-06-08
"22027","IA",2012-06-08
"22028","GA",2012-06-08
"22029","MS",2012-06-08
"22488","WA",2012-06-08
"22489","CA",2012-06-08
"23062","MI",2012-06-08
"23063","WI",2012-06-08
"23064","MI",2012-06-08
"23065","MI",2012-06-08
"23066","FL",2012-06-08
"23067","PA",2012-06-08
"23068","OH",2012-06-08
"23574","AZ",2012-06-08
"23044","NY",2012-06-09
"23045","MN",2012-06-09
"23046","WI",2012-06-09
"23047","IN",2012-06-09
"23048","IL",2012-06-09
"23049","FL",2012-06-09
"23050","CA",2012-06-09
"23051","IN",2012-06-09
"23052","PA",2012-06-09
"23053","NC",2012-06-09
"23054","SD",2012-06-09
"23055","NM",2012-06-09
"23056","GA",2012-06-09
"23057","PA",2012-06-09
"23058","CO",2012-06-09
"23059","CA",2012-06-09
"23060","MN",2012-06-09
"23061","OR",2012-06-09
"23573","DE",2012-06-09
"41237","OH",2012-06-09
"22025","CO",2012-06-10
"22480","UT",2012-06-10
"22481","PA",2012-06-10
"22482","MI",2012-06-10
"22483","CA",2012-06-10
"22484","HI",2012-06-10
"22485","PA",2012-06-10
"22486","NC",2012-06-10
"22487","MI",2012-06-10
"23043","UT",2012-06-10
"23572","OH",2012-06-10
"22019","CA",2012-06-11
"22020","WA",2012-06-11
"22021","NY",2012-06-11
"22022","IL",2012-06-11
"22023","MT",2012-06-11
"22024","MD",2012-06-11
"22009","OK",2012-06-12
"22010","NV",2012-06-12
"22011","AZ",2012-06-12
"22012","CA",2012-06-12
"22013","NE",2012-06-12
"22014","MN",2012-06-12
"22015","UT",2012-06-12
"22016","FL",2012-06-12
"22017","FL",2012-06-12
"22018","OR",2012-06-12
"22477","NC",2012-06-12
"22478","NY",2012-06-12
"22479","OR",2012-06-12
"23042","CA",2012-06-12
"22008","SC",2012-06-13
"22471","NV",2012-06-13
"22472","OH",2012-06-13
"22473","NY",2012-06-13
"22474","IN",2012-06-13
"22475","AL",2012-06-13
"22476","MD",2012-06-13
"23571","OH",2012-06-13
"22469","NY",2012-06-14
"22470","MD",2012-06-14
"22983","WA",2012-06-14
"22984","FL",2012-06-14
"23031","FL",2012-06-14
"23032","CT",2012-06-14
"23033","TX",2012-06-14
"23034","VA",2012-06-14
"23035","MI",2012-06-14
"23036","MI",2012-06-14
"23037","MI",2012-06-14
"23038","SC",2012-06-14
"23039","SC",2012-06-14
"23040","CA",2012-06-14
"23041","SC",2012-06-14
"41120","RI",2012-06-14
"41236","WA",2012-06-14
"21995","MN",2012-06-15
"21996","MI",2012-06-15
"21997","WA",2012-06-15
"21998","NJ",2012-06-15
"21999","CA",2012-06-15
"22000","NY",2012-06-15
"22001","NY",2012-06-15
"22002","VA",2012-06-15
"22003","WA",2012-06-15
"22004","AL",2012-06-15
"22005","WV",2012-06-15
"22006","MS",2012-06-15
"22007","IL",2012-06-15
"22374","NY",2012-06-15
"22375","MI",2012-06-15
"22376","IA",2012-06-15
"22982","FL",2012-06-15
"23569","PA",2012-06-15
"23570","NC",2012-06-15
"21991","OH",2012-06-16
"21992","WI",2012-06-16
"21993","GA",2012-06-16
"21994","CT",2012-06-16
"22366","CA",2012-06-16
"22367","CA",2012-06-16
"22368","CA",2012-06-16
"22369","DE",2012-06-16
"22370","CA",2012-06-16
"22371","MO",2012-06-16
"22372","LA",2012-06-16
"22373","MO",2012-06-16
"22979","NJ",2012-06-16
"22980","NV",2012-06-16
"22981","OH",2012-06-16
"23560","IA",2012-06-16
"23561","NY",2012-06-16
"23562","OH",2012-06-16
"23563","WA",2012-06-16
"23564","ME",2012-06-16
"23565","OR",2012-06-16
"23566","CA",2012-06-16
"23567","CA",2012-06-16
"23568","AZ",2012-06-16
"21988","IL",2012-06-17
"21989","CA",2012-06-17
"21990","CA",2012-06-17
"22363","MD",2012-06-17
"22364","CA",2012-06-17
"22365","AR",2012-06-17
"22976","OR",2012-06-17
"22977","MI",2012-06-17
"22978","NJ",2012-06-17
"23556","MI",2012-06-17
"23557","WI",2012-06-17
"23558","IL",2012-06-17
"23559","WA",2012-06-17
"21944","MN",2012-06-18
"21987","KS",2012-06-18
"22360","IN",2012-06-18
"22361","OH",2012-06-18
"22362","IN",2012-06-18
"22973","MO",2012-06-18
"22974","LA",2012-06-18
"22975","OH",2012-06-18
"23554","WA",2012-06-18
"23555","AZ",2012-06-18
"41215","CT",2012-06-18
"21943","OR",2012-06-19
"22969","TN",2012-06-19
"22970","OK",2012-06-19
"22971","AZ",2012-06-19
"22972","AZ",2012-06-19
"23553","IA",2012-06-19
"22349","CA",2012-06-20
"22350","CA",2012-06-20
"22351","ND",2012-06-20
"22352","MI",2012-06-20
"22353","ID",2012-06-20
"22354","NY",2012-06-20
"22355","VT",2012-06-20
"22356","ME",2012-06-20
"22357","OR",2012-06-20
"22358","CA",2012-06-20
"22359","NH",2012-06-20
"22958","CO",2012-06-20
"22959","MI",2012-06-20
"22960","OR",2012-06-20
"22961","FL",2012-06-20
"22962","WY",2012-06-20
"22963","IN",2012-06-20
"22964","WA",2012-06-20
"22965","IL",2012-06-20
"22966","VA",2012-06-20
"22967","OH",2012-06-20
"22968","MI",2012-06-20
"41226","IN",2012-06-20
"21940","IA",2012-06-21
"21941","MI",2012-06-21
"21942","CO",2012-06-21
"22342","IL",2012-06-21
"22343","MO",2012-06-21
"22344","CA",2012-06-21
"22345","IN",2012-06-21
"22346","TX",2012-06-21
"22347","CA",2012-06-21
"22348","AR",2012-06-21
"22956","CA",2012-06-21
"22957","NY",2012-06-21
"23552","SC",2012-06-21
"21935","PA",2012-06-22
"21936","MI",2012-06-22
"21937","FL",2012-06-22
"21938","WV",2012-06-22
"21939","ID",2012-06-22
"22333","VT",2012-06-22
"22334","FL",2012-06-22
"22335","CA",2012-06-22
"22336","WI",2012-06-22
"22337","CO",2012-06-22
"22338","AR",2012-06-22
"22339","IL",2012-06-22
"22340","CA",2012-06-22
"22341","IN",2012-06-22
"22953","NY",2012-06-22
"22954","CA",2012-06-22
"22955","NM",2012-06-22
"23546","WI",2012-06-22
"23547","WV",2012-06-22
"23548","IL",2012-06-22
"23549","CA",2012-06-22
"23550","MO",2012-06-22
"23551","IL",2012-06-22
"41035","WI",2012-06-22
"512","ME",2012-06-23
"526","CA",2012-06-23
"22951","ME",2012-06-23
"22952","NY",2012-06-23
"23477","MI",2012-06-23
"23478","ID",2012-06-23
"23522","TN",2012-06-23
"23523","KS",2012-06-23
"23524","IL",2012-06-23
"23525","NY",2012-06-23
"23526","NC",2012-06-23
"23527","IL",2012-06-23
"23528","NY",2012-06-23
"23529","OH",2012-06-23
"23530","MI",2012-06-23
"23531","OH",2012-06-23
"23532","OH",2012-06-23
"23533","MT",2012-06-23
"23534","NJ",2012-06-23
"23535","CA",2012-06-23
"23536","MN",2012-06-23
"23537","NY",2012-06-23
"23538","OH",2012-06-23
"23539","MA",2012-06-23
"23540","NC",2012-06-23
"23541","MI",2012-06-23
"23542","CA",2012-06-23
"23543","NY",2012-06-23
"23544","CA",2012-06-23
"23545","MO",2012-06-23
"22295","WA",2012-06-24
"22296","TN",2012-06-24
"22331","MA",2012-06-24
"22332","MO",2012-06-24
"22950","NY",2012-06-24
"23460","VA",2012-06-24
"23461","OH",2012-06-24
"23462","KY",2012-06-24
"23463","PA",2012-06-24
"23464","MI",2012-06-24
"23465","AR",2012-06-24
"23466","MO",2012-06-24
"23467","CT",2012-06-24
"23468","MO",2012-06-24
"23469","NJ",2012-06-24
"23470","MO",2012-06-24
"23471","NV",2012-06-24
"23472","TN",2012-06-24
"23473","CA",2012-06-24
"23474","AL",2012-06-24
"23475","MO",2012-06-24
"23476","PA",2012-06-24
"41046","MO",2012-06-24
"21929","PA",2012-06-25
"21930","OH",2012-06-25
"21931","TN",2012-06-25
"21932","OH",2012-06-25
"21933","TX",2012-06-25
"21934","WI",2012-06-25
"22287","CT",2012-06-25
"22288","VA",2012-06-25
"22289","LA",2012-06-25
"22290","PA",2012-06-25
"22291","AR",2012-06-25
"22292","IN",2012-06-25
"22293","NC",2012-06-25
"22294","TN",2012-06-25
"22949","MS",2012-06-25
"21920","CA",2012-06-26
"21921","AL",2012-06-26
"21922","NC",2012-06-26
"21923","IA",2012-06-26
"21924","TX",2012-06-26
"21925","TN",2012-06-26
"21926","NM",2012-06-26
"21927","MD",2012-06-26
"21928","TX",2012-06-26
"22286","MI",2012-06-26
"22948","TX",2012-06-26
"21916","WV",2012-06-27
"21917","WA",2012-06-27
"21918","OH",2012-06-27
"21919","MI",2012-06-27
"22280","IA",2012-06-27
"22281","AZ",2012-06-27
"22282","CA",2012-06-27
"22283","VA",2012-06-27
"22284","MO",2012-06-27
"22285","DE",2012-06-27
"22942","OK",2012-06-27
"22943","NJ",2012-06-27
"22944","AZ",2012-06-27
"22945","MD",2012-06-27
"22946","NC",2012-06-27
"22947","CA",2012-06-27
"23457","CA",2012-06-27
"23458","NJ",2012-06-27
"23459","CA",2012-06-27
"21914","CA",2012-06-28
"21915","RI",2012-06-28
"22278","LA",2012-06-28
"22279","NJ",2012-06-28
"22939","NJ",2012-06-28
"22940","WV",2012-06-28
"22941","NV",2012-06-28
"23454","NE",2012-06-28
"23455","WA",2012-06-28
"23456","OR",2012-06-28
"21909","LA",2012-06-29
"21910","OR",2012-06-29
"21911","FL",2012-06-29
"21912","ID",2012-06-29
"21913","MN",2012-06-29
"22275","MD",2012-06-29
"22276","WA",2012-06-29
"22277","KY",2012-06-29
"22824","SD",2012-06-29
"22825","MN",2012-06-29
"22826","MI",2012-06-29
"22827","OR",2012-06-29
"22937","IL",2012-06-29
"22938","CA",2012-06-29
"23451","CA",2012-06-29
"23452","CO",2012-06-29
"23453","TN",2012-06-29
"41214","WA",2012-06-29
"21900","WA",2012-06-30
"21901","FL",2012-06-30
"21902","NY",2012-06-30
"21903","WA",2012-06-30
"21904","NY",2012-06-30
"21905","CT",2012-06-30
"21906","OK",2012-06-30
"21907","CA",2012-06-30
"21908","MI",2012-06-30
"22268","OH",2012-06-30
"22269","NJ",2012-06-30
"22270","RI",2012-06-30
"22271","NY",2012-06-30
"22272","PA",2012-06-30
"22273","ME",2012-06-30
"22274","PA",2012-06-30
"22817","WA",2012-06-30
"22818","MI",2012-06-30
"22819","IL",2012-06-30
"22820","CA",2012-06-30
"22821","WA",2012-06-30
"22822","OH",2012-06-30
"22823","CT",2012-06-30
"23443","OH",2012-06-30
"23444","PA",2012-06-30
"23445","NY",2012-06-30
"23446","NY",2012-06-30
"23447","FL",2012-06-30
"23448","NE",2012-06-30
"23449","NJ",2012-06-30
"23450","PA",2012-06-30
"22443","MI",2012-07-01
"22444","CT",2012-07-01
"22445","MO",2012-07-01
"22446","NJ",2012-07-01
"22883","PA",2012-07-01
"22884","NY",2012-07-01
"22885","RI",2012-07-01
"22886","PA",2012-07-01
"22887","OH",2012-07-01
"23480","CO",2012-07-01
"23481","WA",2012-07-01
"23967","PA",2012-07-01
"23968","IN",2012-07-01
"23969","GA",2012-07-01
"23970","NC",2012-07-01
"41125","NY",2012-07-01
"22441","ID",2012-07-02
"22442","NC",2012-07-02
"22881","MI",2012-07-02
"22882","MI",2012-07-02
"23435","WA",2012-07-02
"23436","SC",2012-07-02
"23479","OH",2012-07-02
"525","MI",2012-07-03
"22435","MO",2012-07-03
"22436","MI",2012-07-03
"22437","WA",2012-07-03
"22438","MI",2012-07-03
"22439","WA",2012-07-03
"22440","SD",2012-07-03
"22876","IN",2012-07-03
"22877","CA",2012-07-03
"22878","WA",2012-07-03
"22879","MO",2012-07-03
"22880","CT",2012-07-03
"23429","PA",2012-07-03
"23430","NH",2012-07-03
"23431","VA",2012-07-03
"23432","NY",2012-07-03
"23433","MI",2012-07-03
"23434","NC",2012-07-03
"23963","OK",2012-07-03
"23964","CA",2012-07-03
"23965","WA",2012-07-03
"23966","MA",2012-07-03
"41227","MO",2012-07-03
"509","KY",2012-07-04
"510","WA",2012-07-04
"511","IL",2012-07-04
"513","OK",2012-07-04
"519","WA",2012-07-04
"524","WA",2012-07-04
"22300","OH",2012-07-04
"22301","WA",2012-07-04
"22302","RI",2012-07-04
"22303","WA",2012-07-04
"22304","IL",2012-07-04
"22305","WA",2012-07-04
"22306","MI",2012-07-04
"22307","FL",2012-07-04
"22308","OK",2012-07-04
"22309","FL",2012-07-04
"22310","NY",2012-07-04
"22311","WA",2012-07-04
"22312","WA",2012-07-04
"22313","MD",2012-07-04
"22314","WA",2012-07-04
"22315","CA",2012-07-04
"22316","WA",2012-07-04
"22317","PA",2012-07-04
"22318","WA",2012-07-04
"22319","NY",2012-07-04
"22320","TX",2012-07-04
"22321","WA",2012-07-04
"22322","KS",2012-07-04
"22323","NY",2012-07-04
"22324","WA",2012-07-04
"22325","TX",2012-07-04
"22326","KY",2012-07-04
"22327","PA",2012-07-04
"22328","MO",2012-07-04
"22329","NE",2012-07-04
"22330","NC",2012-07-04
"22418","WA",2012-07-04
"22419","OH",2012-07-04
"22420","FL",2012-07-04
"22421","FL",2012-07-04
"22422","CO",2012-07-04
"22423","OH",2012-07-04
"22424","PA",2012-07-04
"22425","NC",2012-07-04
"22426","DC",2012-07-04
"22427","IL",2012-07-04
"22428","IL",2012-07-04
"22429","NJ",2012-07-04
"22430","OK",2012-07-04
"22431","NV",2012-07-04
"22432","MO",2012-07-04
"22433","OH",2012-07-04
"22434","CT",2012-07-04
"22771","FL",2012-07-04
"22772","KY",2012-07-04
"22773","PA",2012-07-04
"22774","MO",2012-07-04
"22775","OR",2012-07-04
"22776","MN",2012-07-04
"22777","OK",2012-07-04
"22778","WA",2012-07-04
"22779","IL",2012-07-04
"22780","FL",2012-07-04
"22781","PA",2012-07-04
"22782","FL",2012-07-04
"22870","ID",2012-07-04
"22871","TX",2012-07-04
"22872","IL",2012-07-04
"22873","OK",2012-07-04
"22874","NY",2012-07-04
"22875","DE",2012-07-04
"23409","NC",2012-07-04
"23410","WA",2012-07-04
"23411","MO",2012-07-04
"23412","CT",2012-07-04
"23413","PA",2012-07-04
"23414","OK",2012-07-04
"23415","NC",2012-07-04
"23416","AR",2012-07-04
"23417","TX",2012-07-04
"23418","KS",2012-07-04
"23419","OK",2012-07-04
"23420","FL",2012-07-04
"23421","CA",2012-07-04
"23422","CA",2012-07-04
"23423","PA",2012-07-04
"23424","CA",2012-07-04
"23425","CA",2012-07-04
"23426","NJ",2012-07-04
"23427","NE",2012-07-04
"23428","IL",2012-07-04
"23912","TX",2012-07-04
"23913","AL",2012-07-04
"23914","SC",2012-07-04
"23915","WA",2012-07-04
"23916","WA",2012-07-04
"23917","VA",2012-07-04
"23918","WA",2012-07-04
"23949","WA",2012-07-04
"23950","OK",2012-07-04
"23951","CT",2012-07-04
"23952","WV",2012-07-04
"23953","MA",2012-07-04
"23954","DE",2012-07-04
"23955","PA",2012-07-04
"23956","NY",2012-07-04
"23957","TX",2012-07-04
"23958","MO",2012-07-04
"23959","FL",2012-07-04
"23960","GA",2012-07-04
"23961","NV",2012-07-04
"23962","WA",2012-07-04
"41043","WA",2012-07-04
"41044","MN",2012-07-04
"41045","OK",2012-07-04
"41047","FL",2012-07-04
"41119","MO",2012-07-04
"41124","OH",2012-07-04
"41129","PA",2012-07-04
"41222","ME",2012-07-04
"41223","CA",2012-07-04
"41224","WA",2012-07-04
"41225","WA",2012-07-04
"41233","OR",2012-07-04
"41234","TX",2012-07-04
"41235","WA",2012-07-04
"41240","IL",2012-07-04
"22297","MO",2012-07-05
"22298","CA",2012-07-05
"22299","ID",2012-07-05
"22768","IL",2012-07-05
"22769","KY",2012-07-05
"22770","WA",2012-07-05
"23405","WA",2012-07-05
"23406","IL",2012-07-05
"23407","IN",2012-07-05
"23408","TX",2012-07-05
"23908","MA",2012-07-05
"23909","WI",2012-07-05
"23910","PA",2012-07-05
"23911","FL",2012-07-05
"507","CT",2012-07-06
"22211","KY",2012-07-06
"22212","OH",2012-07-06
"22213","PA",2012-07-06
"22214","LA",2012-07-06
"22764","NY",2012-07-06
"22765","CT",2012-07-06
"22766","CA",2012-07-06
"22767","CT",2012-07-06
"23402","OK",2012-07-06
"23403","PA",2012-07-06
"23404","NC",2012-07-06
"23903","NC",2012-07-06
"23904","WV",2012-07-06
"23905","TX",2012-07-06
"23906","CA",2012-07-06
"23907","NC",2012-07-06
"41041","ID",2012-07-06
"22205","MI",2012-07-07
"22206","ME",2012-07-07
"22207","MO",2012-07-07
"22208","CA",2012-07-07
"22209","PA",2012-07-07
"22210","MI",2012-07-07
"22759","WA",2012-07-07
"22760","OH",2012-07-07
"22761","RI",2012-07-07
"22762","PA",2012-07-07
"22763","MI",2012-07-07
"23394","WA",2012-07-07
"23395","WI",2012-07-07
"23396","NY",2012-07-07
"23397","PA",2012-07-07
"23398","MO",2012-07-07
"23399","NY",2012-07-07
"23400","NJ",2012-07-07
"23401","CT",2012-07-07
"23896","OR",2012-07-07
"23897","PA",2012-07-07
"23898","KY",2012-07-07
"23899","PA",2012-07-07
"23900","OK",2012-07-07
"23901","CA",2012-07-07
"23902","NJ",2012-07-07
"41220","WA",2012-07-07
"41239","WA",2012-07-07
"22201","NC",2012-07-08
"22202","IL",2012-07-08
"22203","CA",2012-07-08
"22204","WA",2012-07-08
"22757","VA",2012-07-08
"22758","MA",2012-07-08
"23392","MO",2012-07-08
"23393","VA",2012-07-08
"23892","AZ",2012-07-08
"23893","OK",2012-07-08
"23894","NJ",2012-07-08
"23895","MO",2012-07-08
"22197","IN",2012-07-09
"22198","MI",2012-07-09
"22199","SD",2012-07-09
"22200","WA",2012-07-09
"22754","TX",2012-07-09
"22755","OR",2012-07-09
"22756","WA",2012-07-09
"23390","FL",2012-07-09
"23391","WV",2012-07-09
"23887","FL",2012-07-09
"23888","MI",2012-07-09
"23889","IL",2012-07-09
"23890","PA",2012-07-09
"23891","MI",2012-07-09
"22193","CA",2012-07-10
"22194","RI",2012-07-10
"22195","MI",2012-07-10
"22196","NV",2012-07-10
"22751","MI",2012-07-10
"22752","IA",2012-07-10
"22753","MN",2012-07-10
"23385","WA",2012-07-10
"23386","NY",2012-07-10
"23387","IL",2012-07-10
"23388","GA",2012-07-10
"23389","OR",2012-07-10
"23883","FL",2012-07-10
"23884","MD",2012-07-10
"23885","NV",2012-07-10
"23886","MN",2012-07-10
"22191","NY",2012-07-11
"22192","CO",2012-07-11
